Comment,Sentiment
pa dying shut crazy barely stopped working,negative
welcome hour biden contradicting dodging questions,positive
left wingers usually vague going implement policies like oil packing courts creating new states pack senatethe green new deal ect policies radical ooops joe let cat bag joe let truth game trump 2020,negative
congratulations president trump 2020 win,negative
fk politicians,negative
american prefer idiot look strong intelligent person look weak,positive
12551 self deportation nicest option,negative
gon na talk joe biden said never fracking,negative
wares letters show bull,negative
khabib vs gaethje httpswwwyoutubecomwatchvbu24dav7eput28s,negative
dont usually say moderators man hot cmon know,positive
amazing comments towards moderator great job presidential candidates,positive
yes family trail,negative
mr trump destroyed laughing promising joe kid,negative
p,negative
12530 trying make ann coulter faint,positive
aye teachers gon na die dont worry cmon cmon,negative
think win election guys im indian idea whats going america,negative
joe biden called man freed slaves racist,negative
trump confusing biden vague,negative
mr trump,negative
hate trump traitor,positive
trump leadership spirit head thug spirit boss plays dirty competition,positive
12506 fail,negative
dont know sus women interrupting trump trump interrupting biden biden low contradicting yet people still havent notice im sure biden racistthey sus cant decide vote,positive
didnt happen video lie cmon man,negative
need jesus fallen world full pain sufferingand wickedness separated god sin must done restore fellowship god first must genuine sins look 10 commandments see stack mirror showing us sinful nature god perfectly holy broken moral law deserve wrath judgement gospel time father rich mercy loves us much sent son flesh 2000 years ago lived sinless life behalf gruesomely tortured nailed cross mocked creation died horrific death place us sinners rose dead 3 days later proving great paid fine death sentence cross thus satisfying fathers justice wrath setting us free sin law realize sinful nature must repent sins put full trust lord savior jesus christ like youd put faith parachute born sins washed away give holy spirit live youll eternal life united heaven earth new heart loves righteousness relationship god made right good works observance law amazing grace mercy new creature christ promise free gift god humble ask reveal think bible invite read book john jesus loves never let peace,positive
12522 obama fail,negative
mr trumpwell done,negative
httpschatwhatsappcomizqqno12nl58iww0hbpm2w,negative
wan na vote mr trump 300 thousnand timezzz im mexican,negative
14224 awkward lol,positive
big channell,negative
imagine future apush kids would fail 2020 unitap exam,negative
good god help us,positive
3621 joes face meme,negative
12503,negative
biden criminal,positive
100 better first debate first one embarrassment,negative
trump destroyed guy go back basement joe one believes nojoe maga,negative
sleepy joe,negative
cant make selbrirty death match money trump,negative
trump2020 yeeeaaah,negative
even likes trump dont,negative
12337 united nations work asking mexico south missing children dna test unity,negative
mr biden sensible credible one,positive
like joe thinks amnesia,negative
theres interference like like last time,negative
12332 biden built cages,negative
say second debate thought third debate,negative
joe taking responsibility anything thinks perfect trump actually man taking responsibility something couldnt control,positive
neither leaders around world would done trump shut first sooooooo,negative
much corruption stupid ukraine word usa canada trade relationship,positive
biden give break,negative
trump pay taxes shut fuck,positive
america fg favour dont sink country voting corrupt turd biden,positive
bet biden wouldnt handle pendemic much better trump saying impartial person,negative
people say trump idiot biden joe said ill take care virus lol like took care h1n1,positive
could mask everyone talking httpsmyoutubecomwatchvfkosure14q,negative
belittling putting blame anthony fauci trump faucis initial statements masks totally misleading although surprising trump leaves political purposes fauci advised public wearing masks start pandemic health care workers facing ppe shortages time trumps watch dr fauci wanted make sure enough medical masks growing supply viable cloth masks,negative
subscribe anyone subscribe,negative
much orange blubberiness annoying voice,positive
5557 youre welcome lol,positive
screwed,negative
14243 biden looked watch like bush,negative
trace nightmere,negative
strangers love know rules full commitments im thinking wouldnt get guy wan na tell im feeling got ta make understand never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt weve known long hearts aching youre shy say inside know whats going know game gon na play ask im feeling dont tell youre blind see never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na give give ooh never gon na give never gon na give give weve known long hearts aching youre shy say inside know whats going know game gon na play wan na tell im feeling got ta make understand never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na let never gon na run around desert never gon na make cry never gon na say goodbye never gon na tell lie hurt never gon na give never gon na let never gon na run around desert never gon na make cry,negative
trump2020,negative
trumptrain,negative
many watching disappointed see mic muted even could,positive
edited watched live night debate one cut things said wtf,positive
based debate feel like trump going win seems upperhand debate biden definitely first debate,negative
think biden lost every oil fracking state texas alaska louisiana oklahoma stay republican pennsylvania ohio go trump states went trump last time biden royally screwed chances debate donald trump obliterated hill democrat party going die,negative
past q youve senator decades joe didnt joe different running vp vote give hope cmon man today q youve vp 8 years joe didnt joe different running president vote give hope cmon man future q youve president still havent joe joe hear easy working youve got believe want faster make goi mean cmon man know thing,positive
didnt hear tell joe biden 10 seconds one time said repeatedly trump im even trump fan absolutely hate bias fair stfu aside bad,positive
peedeep ape city police kills blacks mass shooter kills whites httpswwwyoutubecomplaylistlistolak5uy_nqyicfkapybnvevpkcglvcpe6rcvqyyw4,negative
joe totally right think empty chairs table empty place bed emptiness wallet tax plan would take money,positive
obama biden endorsed president buhari nigeria happened worst president africa world americans mind whatever obama endorsed obama failed africa obama failed black americans talk sweet talks democrats call blacks minorities thats racist slur racist trump beautiful brown skin americans vote trump,positive
trump wish heard amazing things news doesnt report,positive
hunter biden crackhead,negative
2327 studio cue manager saved day spot scene cut studio manager know mean anticipation important charge live session millions watching,positive
muslim please,negative
abraham lincoln im dying,negative
noticed biden moves around much trump look backgrounds,negative
good debate lot substance well conducted organized high praises moderator kristen walker awesome job think american real chance see candidates policies stand issues room pres trump bully way think last 15 second debate told whole story look pres trumps face first lady came stage looked like talking press secretary advisor look mrs biden approached husband hugged resembles real american family last 15 second told whole story debate,negative
lol trump leadership spirit head thug spirit boss plays dirty competition,positive
mr vice president guess didnt know vice president pence stage,negative
literal demonstration liberalism literally mental disorder literally,negative
serious im tired blame leader knew world every leader tried everything leader new zealand right trust people still blame,positive
give trump glass water pittsburgh river,negative
pettiness incompetence president besides pointing fingers understand answer question response simply waste time,negative
trump whats make cars run coal,negative
choice lesser evilthe president point 47 yrs promisestsk tsk,negative
give trump free hula hoop 1959,positive
suns energy freeuse,negative
watching reality show doomedi hear talking dont make sensenone giving solution issues trumpbiden need better leaders jokethis country become joke,negative
give trump glass detriot river water,negative
either one america doomed,negative
give baseball bat put gladiator arena let problem solved,negative
trumps health care let insurance ratesgo moon,negative
big shoutout russians comments keep comedy rest europe finds hilarious easy americans falling,positive
4831 home insurance lol,positive
kind model class leadership sick words trumps mouth emphasize exactly american way,positive
45 closes government wants leverage events staying session useful agreements arrived,negative
come argument gets heated trump biden always lets biden respond trump wants respond always cuts,negative
2 mins biden speaking 30 secs trump speaking listen things trumps sayin also biden getting much extra time like wtf man moreover instead handling north korea issue like obama pssy trump actually took care problem diplomacy showing uss powers handled illegal immigrant issue joes saying 500 kids still separated parents know lot parents left kids get us lands asap see many children found thru cartels high chance parents mightve given children cartel exchange getting outta us sounds disgusting inhumane didnt even want mention fact know,positive
coward biden skipped 2nd debate doctors said trump fine second debate also refused drug wire testing independent peoples debate joe rogan anyone vote blatant coward,negative
met families infected,negative
biden corrupt figure american history,negative
biden r headed long winter darkness doom r learning death trump success bring us together,negative
trump 2050,negative
donald trump fake christian liar,negative
comon biden 2020,negative
look came see trumps mic muted,negative
fooled us eloquent speaking crackhead coke snorting gay president got well hunter biden crackheadshttpsyoutubedhjgdbiqjou,positive
jail trump goof,negative
trumps health care americans living planet pluto,negative
trump proved doesnt know anything green energy renewable energy sad lifted ban sudan oil reserves good luck sudan keeping liquid gold hands,positive
girls better looking wsj feeding,negative
winner trump,negative
trump said global warming hoax 4 years ago,negative
trump keep yapping joe basement trump crazy trump recovered really ever covid best medical care anyone countrysomething like 10 doctors scientists staffaccess best possible meds even fair man called hoax man refused listen scientists researchers man refused wear mask exposed others whos staff got covid somewhere probably trump melania gave folksthis guy gets best carehow unfair,positive
make us take vaccine,negative
trump says wants least truthful thoughts biden muppet repeats hears pep talks talking points written someone white house 30 years think know people 18 25 want hear power stay lies toddler twitter account going around poking powerful established bears pointy stick vs human muppet dementia thanks 2020 blast half,negative
least racist person,negative
baiden ukraina,negative
stop 447just,negative
thank wsj blocking protrump comments like msm news channels youtube video posts easy see winner really,positive
vote bidenharris either uninformed hate america communist one,positive
wan na say joe glitches like ive three days straight,negative
perfect world donald trump would jail,negative
comes show leadership puts responsibility states,negative
joe,negative
trump tactics fear tactics,negative
joe true liar cleary said predators wont admit glad tape lol httpswwwyoutubecomwatchv7odhstcktc creepy joe would say everything get votes hillary said cure cancer gets elected let sink httpswwwyoutubecomwatchv_a6v6wxc81s,positive
guarantee first responders arent making six seven dollars hour,negative
fake belong hollywood acting isnt good enough,positive
real dr anthony fauci facts vs fiction jdty,negative
guy guy,negative
real lasting damage trump broken promises cons people trust anyone people measure everyone else mistrust trump finally accept conned,negative
money teachers schools god us already spends way education country much enough teachers actually teach something kids give busywork everyday online teach nothing new teachers inept,negative
trump lying person world,negative
8 years obama criminal regime want told us exactly going happen majority house body listened got 4 years useless investigations stonewalling wonder awake america ready government works people still sleeping chance make real change washington elect smarter younger honest people congress keep electing insane criminal element nothing going get better say want lords blessings bless nation commit wholesale murder leaders steel us ever turn,positive
need vaccine something 99 get better rate makes sense debate pissing sorry everyone,positive
20 plus years retired disabled military recently went doctor blood pressure moved 20 points every time listened watched trump bet clue doctor suggested,negative
liar liar,negative
trumps boss,negative
look eyes camera sayi didnt sex womenloli sniffed,negative
creepy uncle joe soon people forget,positive
new jobs biden mentioning putting smart home survailance equipment homes enforcing,positive
biden vice president keep calling vice president former vice president mr biden cool keep gives credibility deserves,negative
fact check interview july 2019 cnnbiden said would work see eliminated heros act help people corona virus dems earmarked bill order enable country legal process get stimulus retroactively would get tax dollarsdems always use tactic get votes nothing people heros act also seeks ban voter id laws also would allow democratically run cities get bail outs ostensibly badly run cities many come man,negative
mean legit donald trump vs biden judge,positive
everyones talking black brown people ones talking asian people button bullshitary,negative
trump least racist person room also trump cant even see audience cause dark,negative
hope 4 years fun little hand trump president deserve americans jajaja,negative
salute president trump voted,negative
lets take poll like trump comment biden,negative
gooooooo trump trump2020,negative
vote person always vote absentee absentee truly unable get much excuse otherwise,negative
excellent control debate best one ever watched,positive
seems somber tone,negative
two men never worked medial field think know talking try working years hospitals dr offices taking care every kind sick patient new disease introduced world never go away going die one day learning die biden learning live manage like diseases time flu never go away started like never go away either future new diseases introduced world human stupidity things take place world response good bad,positive
trump rude annoying,positive
game debunking dark histories thanks letting us know,negative
anyone watched debate votes biden well err ahlol,negative
must american panicked,negative
biden wants mandate masks trump wants get country back running pandemic world wide need little information right choose need dictatorship,negative
congratulations moderator going without asking trump disavow white supremacy 150th time,negative
obama biden president trump president,negative
think biden pro war rusia mas pay dangerous moves,positive
great job mr president trump,positive
borat 2024,negative
rhetoric agenda arden gave new zealand lot billshit,negative
dont put drug related criminals jail biden says gon na expensive expensive send rehab yeah expensive hard working taxpayer subsidize build wall keep drugs dammit kick criminals kick em hard,positive
stop go engineering weather stop chemtrailing would go long way stopping climate change,negative
biden youre big liar trump yeah joe lie dont lie nobodys better lying joe look americans dont lie joe,negative
corona planted china country beat everyone punch vaccine,negative
bible says wear wolves sheeps clothing point better play look surroundings talked good game dont know play,negative
famous fly debate,positive
trump 2020,negative
climate gotten better becouse virus administration mike,negative
wow vice president listening susan sad,positive
senator harris hot,positive
2020 look like end world must dreaming sleeping time wake people time choose good evil armageddon coming choose jesus christ son god son man king kings lord lords light truth eternal life choose satan son lawlessness devil dragon serpent deceiver death choose carefully choose wisely choose,positive
barrywhite rainbow nexpo bangbang borderlands3,negative
isnt interesting right says systematic racism presumption fly land head two minutes ironic sign god,positive
maga 2020 im toe biden eye inducked comicals arrogant racism joe biden youre black dont vote joe biden link httpsyoutubewbxcgitxwnw,negative
continuation brainwashing campaign bias network andor mob political leaning touch reality destroying america unmindful ignorance future america becoming socialistmarxist domination favoring comminism,negative
president trump thank much defintion biden communist back stabber murderer born unborn pathetic plagarist pervert phoney liar puppet antichrist advocate desecrating churches anarchists proud promoter riots violence injustice policemen killing predator baby girls little girls teen girls woman nearby traitor low life loser embarrassment yet says moral obligation gasp,negative
shes marxist depending joe die,negative
history remember america destroyed mobsters herd mentality pushed incompetent bully boasts grabbing bio power,negative
httpsyoutubejno8m0cpncs,negative
guys calm trumpets getting mad,positive
hes right act god got corona virus im sure realizes means says,positive
kamal man wtf,positive
debate standard didnt cross line dignity essence political debates democratic physicpattern respectable dignified personality usaall honor,negative
hole caused china wacko jobs went door china covid19 president trump youre wacko,negative
hary plan wont change weather wacko,negative
1929 category 5 happened climate change happen hundreds years good bad dont environmental wacko wont vote environmental wackos,positive
shes liar time harris shes always interrupting says nothing harris susan chick fired vote trump get rid idiots theyre mad cuz hes real president real commander chief,positive
said harris going talk whole time cuz aint shut,negative
kamalas lincoln story boldfaced lie httpswwwsnopescomfactlincoln1864supremecourt,negative
trump pence 2020,negative
ignore polls trolls vote big rig vote country party vote save democracy america biden harris 2020,negative
look pences face senator harris discusses mother selected biden democratic ticket fuming rolling eyes,negative
pence goes tangent answers whatever question wants answer wtf,positive
arrogant pence keeps going susan page calls time like thinks hes law oh forgot hes republican speaks several minutes susan says thank vice president,negative
mike pence best distiller truth country hes bigot pathological liar hes head coronavirus task force joke dude demon wrapped evangelical robe,negative
senator harris hands one best prosecutors country,negative
dump pair ccp agents,negative
criminal evidence came joe biden family recieved payouts ukrain china russia look type hunter biden laptop,positive
biden harris 2020,negative
haha joke pence crushed,negative
wow comments section,positive
wow trump pence bashing anything even starts wheres debate,positive
kamala makes memany sick key moment many im hoping regurgitated whole good people sides cutpaste comment debateplainly showing believes thinks people really stupid ignorant couldnt believe topic fairly well know context looking people,positive
think either told truth either give damn american youre r p p n trump pence biden harris liars exploiting us gain mean thats obvious enough fact switch political positions every years appeal majority also backed large corporations like lockheed martin pharmaceutical research manufacturers america pram giving millions implement policies instead ones favored american people dumb comment section could praise either obviously dont care goes politicians youre never going see good one high hard make far dont accept money corporations via lobbying run ridiculous ad campaigns demonizing side things dont even believe wont even tell research want know ill send sources peer reviewed evidence,positive
kamala worst vite biden vote harris,positive
nine top ten poorest states republican controlled legislatures women vote republicans statement brainwashed culturally religiously believing male violence domination acceptable trumppence office four years done nothing change horrible healthcare situation country brought corporate greed allowed run unabated economy take credit built 780 trillion dollar stimulus package obama administration enacted republican party party violence pro corporate interest serve personal desires power sociopathic instead pro corporate interest serve general publics health financial well feel sorry republican voting women brainwashing taught passed generationally aware suffer form stockholm syndrome proven vote pence trump regardless acts either commit show zero respect women including acts marital affairs referring women body parts making fun womens intelligence playing religious card know many ignorant enough fall duping especially poorest states wealthier states often find women vote republican either religiously brainwashed catholic church depends income incredibly money focused women care personal status viewed others lives others including children anything money status dont women like vote democrat women vote republican money greedy example senior white women florida doctors nurses dying covid19 due saturation lack ppe still yet poor rural folks male female vote republican undereducated therefor vulnerable lies powerful power seeking males women love dependent needs met,negative
bidenharris cancer america,negative
dumb ho got reckt,negative
honestly feel like kamala taking notes everything thing mike pence says forgot everything,positive
4330 laughing everyone loooooves little line days excuse im talking lmao,positive
vote green party,negative
let go biden,negative
breakfast 2 slices wonder bread thin slather miracle whip 2 egg whites pinch flour spice since holidays coming glass skim milk sprinkle baking soda 5 minutes forget 125 tip plan leaving,positive
kamala dna results came back labelled willie brown,negative
name annoying orange totally different meaning,positive
green new deal pdf httpsocasiocortezhousegovsitesocasiocortezhousegovfilesresolution20on20a20green20new20dealpdf educate make informed decision httpsyoutubegxidjwcbk6i,negative
johnson johnson halted work vaccine httpswwwstatnewscom20201012johnsonjohnsoncovid19vaccinestudypausedduetounexplainedillnessinparticipant,negative
lying us almost everything especially mild virus meet criteria even considered pandemic n qualify pandemic international guidelines people died last year tuberculosis many died causes cv19 didnt shut entire world using premise pandemic means restructure operation world power common virus strain mortality rate coldflu viruses see cdc website grants special powers authority state emergency allows things normally would exceptable stop commerce forcing small shops companies close forever limit ability travel freely much destruction rights sham justify unprecedented actions first step awareness dire thing everyone aware way life disappear history fall right back oppression dark tyranny always case brief exception united states america please understand dealing filthy rich entities able buy tools necessary armies media technologies even countries achieve communist goals dont think cant happen day age happening write asking sincerely heart great concern tears eyes please consider saying think time short thanks listening,negative
thumb garbage,negative
face thats hillarys forte,negative
news flash select president corporation dba united states inc owned overseasinterest primarily crown corporationthey dont let idiot united states shitizens elect ceotheyre stupid stupid united states shitizens would like believe areyou ever hear electoral college pick president thank god hate united states shitizens trust whole less trust united states incthats pretty bad,positive
biden2020,negative
harris killed job well done idiots dont pay attention always keep stand point beyond stupid even acknowledged administration pitiful playing politics lifes actually like wow crazy need new letting nine heads know going,positive
democrats destroying country especially california disadvantaged born americanor heterosexual white individual,negative
see often got speak nothing clearly said even crazy people trying bring people,positive
check article stand senator harris explaining senator harris avoided important questions contradicted past jeopardizing safety country httpsyucommentatororg202010wheredoyoustandsenatorharrisfbclidiwar2vk6pwnyevebuvkun65o479q8gcqvxqceo5v1atv8cgypvqsajtfskama let know think,positive
lyin hiden bidding bidin lock lock hang high hilary clintons nightmare come trum enemy american people harris daughter l v e owner,negative
well us 30 nations fight deaths cvirus terms global common measure extracted world bank jhu realclearpolitics restrictedreportspacejhupittu profinutube1mgoog citationsamazon us 269 grmn 271 swtz 285 nl 296 au 33 spn 34 irlnd 38 frnc 38 cnd 49 blgm 49 chn 54 irn 57 swdn 57 uk 61 itly 90 mxco 101 group 2 sngpr 005 cracao 014 iclnd 028 mldvs 033 frplns 037 bhrn 038 dubai 041 cmnilnd 043 lchtstn 045 israel 073 aruba 079 mnco 077 czch 084 nz 133 jp 180 sadly one liners half gate keepers political rivals delete facts empty much election claims fundamental science misconceptionsviolations eg total death numbers essentially reflect size national population wrongly used us attack president b group 2 reflects high care quality nursingcaringhealthcenters tight borders reducedusbigdrugfoodcodominance etc c death1mpop fails proof pandemic past v projected prepareability ppppp global governments suspctdterrorphlgoog,negative
vp pence obviously debate cbsnn gang news people activists liberal media people,negative
400k rich want squeeze middle class creating poor didnt enough elite trump pay nothing,negative
natural people election day,negative
must think 100 masses nothing mindless school jelly fish look mirror think,positive
since presidential nominees old focus vp debates topic avoided,negative
im glad getting replayed black hillary worse white hilary,positive
hey wheres pc,negative
truth joe httpswwwfacebookcomdonaldjtrumpjrvideosthebidensarethemostcorruptpoliticalfamilyinamericanhistory844968802708329,negative
hello everybody vote election crucial determine fate also country worlds fate freedom vs communism good vs evil people vs government corruption please research watch news side left right cast vote go vote keep mind communist socialist government take never gain back freedom constitutional usa loner exist like valenzuela cuba china hong kong,positive
trumppence2020,negative
harris excuse im talking democrats feminists woo go girl,negative
black indicate qualified,negative
like respect mike pences attitude sad,positive
two racist liars,negative
desire respect time limit go candidate told thats respect continue another question thank,negative
eyewear eyewear ywutwwwywyyywyywyyyywywywywyywyyyyywyywywywywyywywywywywyyywywywywyyywywywywytywiywiuwywy,negative
nobody wanted harris president tulsi destroyed anyone want kamala vp puts 1st line becoming president something happens biden,positive
sat three minutes thinking snl episode feel dumb,negative
msm suxdemons1,negative
literally stand harris fool id like smack dirty looks face makes total fool excuse im speaking whorebag,positive
guess fraud thought making childish faces would cute say women believed one say one womans accusation need checked shakey maam,positive
kamel toe harris destroy country,negative
president trump gods choice president god bless president trump president trump best president fulfill gods protect america support president trump fulfilling gods support biden gods enemies fulfillment biblical prophecy biden obama selfish despicable running dog accomplices ccp,positive
told mic entire time,positive
httpsyoutube9lusphjnpe0,negative
dutchsense shows energy weapons get fires started haarp,negative
voting man voting principles country stood since founding voting constitutional government voting strong viable military voting vibrant economy voting right keep bear arms voting freedom worship voting national recognition founding nation biblical principles voting ability anyone rise circumstances become successful voting children grandchildren able choose path life including children educated voting borders open everyone enters law closed everyone would circumvent ignore law voting electoral college remain place heavily populated liberal centers control elections voting supreme court interprets constitution rather rewrites voting teach history warts erase revise voting sanctity life conception birth let us make america great,positive
fact checked kamala said trump got rid pandemic response white house mike pence denied fact checks waste time tell something inconclusive,negative
angry blk woman,positive
used respect mike pence trumps rubbed saying theyve always honest people lie obvious lie,positive
pence trump brag shutting travel turn around undermine encouraging people wear mask follow cdc guidelines im still leery got rid entire cdc task force told huge pandemic likely happen get rid middle pandemic well healthcare frightening red flags,positive
hiden biden kamel toe harris destroy country,negative
harris evil,positive
black privilege dictionary definition httpsyoutube1kkvtco2g5q,negative
cant take wen got beat law suffer memory lose still dont hate law treated,positive
tune show say put say mouth embarrassed shows rather play games real thank showing true colors,negative
kamala knew questions prior debate go 3848 video pence adds something answer economy moderator begins say good segway next topickamala starts shaking head says thats great segway moderator explains going segway topic economy,negative
3854 oh harris knows head next topic huh left misogynist,negative
left look everyone fucking fly head hes eviiiiiiiil aaaaaaaaah ahhhhhh hilary fly mouth remember left sexist,negative
notice cspan decided place logo vice president pences united states flag pin,negative
tthththank much vice presidentcmon cut away microphone problem solved,negative
dont know trust anymore cuz many people knows countries providing ship loads weapons adolf hitler hitlers nazi political party growing germany ww1 become dictator eliminating rival political competition,negative
pence jr 2024,negative
wonderful job vice president pence great closing remarks,positive
key word code word staging debate means scripted,positive
flyis listening,negative
really hard keep comment respectful liar kamala harris shes bully liar,positive
stupid flat faced b poor excuse human ive got say screw joe biden,negative
one sided favored vp pence thats kharris keeps saying im speaking,positive
vp pence didnt stop talkingdidnt respect harris talk 2 mins uninterrupted,negative
famous fly history seen 12740,positive
noticed debate vp pence keeping talking time uninterrupted thar unfair side,negative
12 years old think intelligent 40 year old person gon na tell trump isnt racist isnt homofobic like bruh also doesnt frecking plann talking shit maskkks safe livessss,positive
fly 2020,positive
abt bergdahl,negative
love conversations,positive
think endorse always endorses view anyone feels confused,positive
im actually surprised comment section isnt disabled stuff like,positive
lectured,negative
yes biden ban fracking httpswwwyoutubecomwatchv4_2ynjacfi,negative
lol us democrats litterly screaming going shut fuck tv screen,positive
america tries better debate disaster presidential debate fly free real estate,positive
anyone right mind knows pence like whether youre trumps side,positive
kamala harriss facial expressions piss fucking much holy shit people care savage sassy attitude rather logic,negative
kamala harris rocks,negative
pence even good actor lies almost better donald trump kinda sickening,positive
take shot every time pence says know,negative
al bagdaddy,negative
video starts 1700 rest pleasantries intro fluff,negative
either actually answer single question whole thing,negative
fly plz someone mention time fly comes dont want waste precious 1 half hour,positive
im centrist vote blue bidens stance key issues dont know cant stand kamala horrible look face made back hand,positive
said would banfraking liar,negative
kamala female politician smart sexy man would love one night hell give 1 hour oh yeah shes bad,positive
vote trump,negative
mike pence ugly,positive
82,negative
pence dosent even know saying,negative
mike pence well mind boggling fact checks lol,positive
jeez see harris rated one hated politicians,positive
pov u see bug,negative
easy trust omar vocal,positive
kamilaharris2020,negative
ladys cringe wtf democracts tool run government fear feelings,positive
trump done far black mixed racethan multiples presidents dont believe minute biden several points ahead trumpits media lies last time left media treat us like foolsand deny laugh found despicable biden son jail nowand see race presidency utter madness trump must get four yearsbecause democrats obviously need time get shit together find credible candidate,negative
toxic poltics false proganda true leaders always,positive
lot respect pence last time debated terrible wreck answer damn questions stall tactics bs,positive
fly chillin mikes hair makes wonder full shit,positive
im willing kamala gives great head im going lie thats positive thing take away debate,positive
fake written body language,positive
12738 hero show makes appearance,negative
theyre talking serious stuff ppl losing jobs dying kamala laughing,positive
biden better trump like pence harris,negative
got nice smile,positive
12159 face regret realise dug grave,negative
feel emphasize emotion much eats away important time important issue solve causes emotions answer question thats trying win argument thats winning audience moderator also authority speakers debates also feel like candidates would really bad responses really good ones haha,positive
lowkey trump makes dabates watchable boring,positive
harris talking mike interups harris mr vice president im speaking,negative
believed tell started hearing free shit shes another mitchell obama youre stupid dont think,positive
el puto guero se calla nomas ladra como perro,negative
kamala bitch,negative
know ever since trump president havent even heard single terroristic threat,negative
kamala camel toe like hillary,negative
mr vice president im speaking im speaking vice president important tell truth,positive
trump remember creepybidenfamily democrats wikileaks real like julin assange,negative
pence absolutely destroyed kamala dems dat fly tho,positive
hunter smokes cocaine cigarettes,negative
answering questions fighting based others accusations ignoring moderator asking,negative
feel like senator harris fear mongering like crazy fear mongering never good sign,positive
starting see pences true colors hes rude prolife blinded trump colorblind wont pushed around opposite sex lost debate kamala harris,negative
moderated gives harris time world talk pence get nearly 2 min everytime b4 gets interrupted,negative
pence really one press someone answer question,negative
kamala harris clear day,negative
think mr pence next president us bright wise,positive
voted biden already settleforbiden,negative
oh god many times pence going sidestep talk taxes,negative
trump selfevident u cant todeyu cant tommorrow2200000 oeople dead due virusshame u trump admin 2020,negative
hate dont answer question right ramble irrelevant topic run clock answering questions whole thing disrespectful cant respect others time rules somehow supposed responsible keys country heck yall gon na yell world leaders bug leaves horrible taste mouth,positive
see shes evil definitely,positive
pence killed bitch,negative
shes black works,negative
harris looks biden like god trump like satin laughing never answers question directly dont know shes talking little trump saying nothing good tries make trump look like hell cap ive never heard pence talk looks like eminem 80s,negative
case missed vp debate im speaking know let respond im speaking fine talk im speaking know,negative
want see fly 12738 ur welcome,positive
unfair slant responding questions,positive
fun fact pence us president united states 8 years,negative
kool,negative
ooh showdown,negative
wearing nuzzles sick,positive
andr maurois faults doomed oblivion thats deserve,negative
look nonchalant pence looks shit sickening,positive
kamala rude hateful arrogant fit lead duck water dog would better candidate,negative
need understand covid19 global pandemic wasnt going global pandemic besides usa,negative
first president take salary dems accuse stealing,negative
challenge tell trumps health care plan kills obamacare whats plan folks know tell dont guess something,negative
global spiritual revolution youtube watch fighting criminal family oh yeah amazed truth got search aint going find,negative
warren g harding worst administration,positive
february 7 warned limited stock ppe day trump administration announced sending 18 tons masks gowns respirators china,negative
rudy went looking hard drive found floppy disk,positive
howitsmade polygon kingbach wiimusic,negative
gets cameras look difference pence speaks frustating,negative
challenge tell trumps health care plan kills obamacare whats plan folks know tell dont guess something give details,negative
delusional called woman say black couldve sworn sworn indian woman wow lets play fake race card,positive
positive cases testing done facts,positive
headboard kamala comes looking like manly wrestler,negative
harris useless,negative
even pence hates trump work bites tongue,negative
easy mike pence,positive
dont think democrats ask anything joe biden campaign fantastic gave us two strong debates hes shown us much cares much gets lets hold end bargain,positive
917 shes ratchet gave hand rolling eyes bouncing neck around talking im speaking im speaking hes real vice president hussy show respect,negative
trump second term hands,negative
vote trump china laugh trump chinas puppet,negative
donald trump audit,negative
kamala trump president low taxes illegally paying debt hunter biden hold laptop,negative
obvious joe biden done certainly treason im gutted america mean think bad even dont like trump alternative frightening,positive
heard kamalas former coworkers shes mean snake,negative
trump2020,negative
would president trump feel november 3rd election rigged google democrat operative blows whistle massive mailin voting fraud operation google biden landslide democrats cant help whispering google huge absentee vote key states favors democrats far democrats want millions fake democrat mail ballots rig election favor joe biden google dead cat gets voter registration mail google expa rep charged judicial race ballot stuffing scandal google paterson election fraud charged know google 15 election results thrown fraudulent mailin ballots google trump campaign sues nevada ballots google political calculation romney criticizes trumps mailin voting attacks google indiana woman janet reed charged election fraud indiana woman arrested charged election fraud june google expa rep charged judicial race ballot stuffing scandal google ca dem party sinking new lows harvest absentee ballots google ballotharvesting became new way steal election google kamala harris elected take gun dealers licenses away executive action google kamala harris explains plan reparations without end google sen kamala harris discusses defund police movement view time history important people get couch november 3rd vote freedom america,positive
debate moderator joe difficult running obamas vp 2008 currently running senator 2020,positive
every time biden harris gets ask question first thing come mouth trump never answer question,negative
ask joe tough questions debate lie handlers tell millions fake democrat mailin ballots make president google democrats threaten pack supreme court ginsburg replacement rushed last 4 years every time democrats didnt get wanted threatened america vote every democrat office november 3rd google biden claims would shut country scientists recommended course faucci tell millions people getting china released wuhan virus shut entire country collapse economy google kamala harris bidens radical vp pick signals bad news american workers economic recovery google biden landslide democrats cant help whispering millions fake democrat mailin ballots give biden landslide victory november 3rd google democrat operative blows whistle massive mailin voting fraud operation,negative
vote lying bozo trump,negative
christian republican time republicans started speaking protecting country traitor trump putins puppet supported fake fox news betrayed us sided traitor trump,negative
debate tonight trump tries get cute mods put mute,positive
joke,negative
